Year,Country,Division,Species Name,Metric Tonnes
1960,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,610
1960,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,50
1960,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,23
1960,DENMARK GREENLAND - GRL,1A,GREENLAND HALIBUT - GHL,1234
1960,DENMARK GREENLAND - GRL,1C,GREENLAND HALIBUT - GHL,143
1960,DENMARK GREENLAND - GRL,1D,GREENLAND HALIBUT - GHL,121
1960,DENMARK GREENLAND - GRL,1E,GREENLAND HALIBUT - GHL,62
1960,DENMARK GREENLAND - GRL,1F,GREENLAND HALIBUT - GHL,25
1960,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,GREENLAND HALIBUT - GHL,226
1960,FEDERAL REPUBLIC OF GERMANY - E/DEU,3L,GREENLAND HALIBUT - GHL,50
1960,FEDERAL REPUBLIC OF GERMANY - E/DEU,3K,GREENLAND HALIBUT - GHL,2
1961,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,613
1961,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,128
1961,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,15
1961,DENMARK GREENLAND - GRL,1A,GREENLAND HALIBUT - GHL,1163
1961,DENMARK GREENLAND - GRL,1D,GREENLAND HALIBUT - GHL,107
1961,DENMARK GREENLAND - GRL,1C,GREENLAND HALIBUT - GHL,55
1961,DENMARK GREENLAND - GRL,1F,GREENLAND HALIBUT - GHL,34
1961,DENMARK GREENLAND - GRL,1E,GREENLAND HALIBUT - GHL,30
1961,DENMARK GREENLAND - GRL,1B,GREENLAND HALIBUT - GHL,13
1962,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,479
1962,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,107
1962,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,9
1962,UNITED KINGDOM - E/GBR,3K,GREENLAND HALIBUT - GHL,2
1963,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,592
1963,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,184
1963,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,11
1963,DENMARK GREENLAND - GRL,1A,GREENLAND HALIBUT - GHL,1671
1963,DENMARK GREENLAND - GRL,1D,GREENLAND HALIBUT - GHL,494
1963,DENMARK GREENLAND - GRL,1B,GREENLAND HALIBUT - GHL,355
1963,DENMARK GREENLAND - GRL,1C,GREENLAND HALIBUT - GHL,61
1963,DENMARK GREENLAND - GRL,1E,GREENLAND HALIBUT - GHL,48
1963,DENMARK GREENLAND - GRL,1F,GREENLAND HALIBUT - GHL,42
1963,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,GREENLAND HALIBUT - GHL,161
1963,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,GREENLAND HALIBUT - GHL,35
1963,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,GREENLAND HALIBUT - GHL,21
1963,FEDERAL REPUBLIC OF GERMANY - E/DEU,1B,GREENLAND HALIBUT - GHL,18
1963,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,GREENLAND HALIBUT - GHL,17
1963,FEDERAL REPUBLIC OF GERMANY - E/DEU,3K,GREENLAND HALIBUT - GHL,7
1963,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,GREENLAND HALIBUT - GHL,3
1963,POLAND - E/POL,3K,GREENLAND HALIBUT - GHL,355
1963,POLAND - E/POL,3L,GREENLAND HALIBUT - GHL,280
1963,POLAND - E/POL,2J,GREENLAND HALIBUT - GHL,56
1963,UNION SOVIET SOCIALIST REPUBLICS - SUN,3L,GREENLAND HALIBUT - GHL,92
1963,UNION SOVIET SOCIALIST REPUBLICS - SUN,3K,GREENLAND HALIBUT - GHL,33
1963,UNION SOVIET SOCIALIST REPUBLICS - SUN,3M,GREENLAND HALIBUT - GHL,19
1964,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,887
1964,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,870
1964,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,16
1964,DENMARK GREENLAND - GRL,1A,GREENLAND HALIBUT - GHL,1259
1964,DENMARK GREENLAND - GRL,1D,GREENLAND HALIBUT - GHL,1006
1964,DENMARK GREENLAND - GRL,1B,GREENLAND HALIBUT - GHL,172
1964,DENMARK GREENLAND - GRL,1F,GREENLAND HALIBUT - GHL,103
1964,DENMARK GREENLAND - GRL,1C,GREENLAND HALIBUT - GHL,82
1964,DENMARK GREENLAND - GRL,1E,GREENLAND HALIBUT - GHL,66
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,GREENLAND HALIBUT - GHL,86
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,GREENLAND HALIBUT - GHL,44
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,GREENLAND HALIBUT - GHL,31
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,GREENLAND HALIBUT - GHL,14
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,GREENLAND HALIBUT - GHL,14
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,1B,GREENLAND HALIBUT - GHL,9
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,2H,GREENLAND HALIBUT - GHL,2
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,4VS,GREENLAND HALIBUT - GHL,1
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,4X,GREENLAND HALIBUT - GHL,1
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,3K,GREENLAND HALIBUT - GHL,1
1964,FEDERAL REPUBLIC OF GERMANY - E/DEU,2G,GREENLAND HALIBUT - GHL,1
1964,NORWAY - NOR,1NK,GREENLAND HALIBUT - GHL,13
1964,POLAND - E/POL,3K,GREENLAND HALIBUT - GHL,1343
1964,POLAND - E/POL,2J,GREENLAND HALIBUT - GHL,486
1964,POLAND - E/POL,3L,GREENLAND HALIBUT - GHL,5
1964,UNION SOVIET SOCIALIST REPUBLICS - SUN,3M,GREENLAND HALIBUT - GHL,278
1964,UNION SOVIET SOCIALIST REPUBLICS - SUN,2J,GREENLAND HALIBUT - GHL,174
1964,UNION SOVIET SOCIALIST REPUBLICS - SUN,3K,GREENLAND HALIBUT - GHL,88
1964,UNION SOVIET SOCIALIST REPUBLICS - SUN,3O,GREENLAND HALIBUT - GHL,46
1964,UNION SOVIET SOCIALIST REPUBLICS - SUN,3L,GREENLAND HALIBUT - GHL,32
1964,UNION SOVIET SOCIALIST REPUBLICS - SUN,2H,GREENLAND HALIBUT - GHL,8
1965,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,5953
1965,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,2129
1965,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,41
1965,CANADA NEWFOUNDLAND - CAN-N,4R,GREENLAND HALIBUT - GHL,24
1965,DENMARK GREENLAND - GRL,1A,GREENLAND HALIBUT - GHL,1416
1965,DENMARK GREENLAND - GRL,1B,GREENLAND HALIBUT - GHL,893
1965,DENMARK GREENLAND - GRL,1D,GREENLAND HALIBUT - GHL,413
1965,DENMARK GREENLAND - GRL,1C,GREENLAND HALIBUT - GHL,136
1965,DENMARK GREENLAND - GRL,1F,GREENLAND HALIBUT - GHL,133
1965,DENMARK GREENLAND - GRL,1E,GREENLAND HALIBUT - GHL,54
1965,FAROE ISLANDS - FRO,1NK,GREENLAND HALIBUT - GHL,18
1965,NORWAY - NOR,1B,GREENLAND HALIBUT - GHL,1
1965,POLAND - E/POL,3K,GREENLAND HALIBUT - GHL,492
1965,POLAND - E/POL,2J,GREENLAND HALIBUT - GHL,386
1965,POLAND - E/POL,3L,GREENLAND HALIBUT - GHL,59
1965,POLAND - E/POL,3M,GREENLAND HALIBUT - GHL,6
1965,POLAND - E/POL,1B,GREENLAND HALIBUT - GHL,2
1965,POLAND - E/POL,3N,GREENLAND HALIBUT - GHL,2
1965,POLAND - E/POL,2H,GREENLAND HALIBUT - GHL,2
1965,POLAND - E/POL,1C,GREENLAND HALIBUT - GHL,1
1965,UNION SOVIET SOCIALIST REPUBLICS - SUN,3M,GREENLAND HALIBUT - GHL,506
1965,UNION SOVIET SOCIALIST REPUBLICS - SUN,2J,GREENLAND HALIBUT - GHL,344
1965,UNION SOVIET SOCIALIST REPUBLICS - SUN,3L,GREENLAND HALIBUT - GHL,93
1965,UNION SOVIET SOCIALIST REPUBLICS - SUN,3O,GREENLAND HALIBUT - GHL,55
1965,UNION SOVIET SOCIALIST REPUBLICS - SUN,3K,GREENLAND HALIBUT - GHL,29
1965,UNION SOVIET SOCIALIST REPUBLICS - SUN,2H,GREENLAND HALIBUT - GHL,13
1965,UNION SOVIET SOCIALIST REPUBLICS - SUN,1D,GREENLAND HALIBUT - GHL,2
1966,CANADA MARITIMES & QUEBEC - CAN-MQ,4S,GREENLAND HALIBUT - GHL,151
1966,CANADA MARITIMES & QUEBEC - CAN-MQ,4T,GREENLAND HALIBUT - GHL,113
1966,CANADA MARITIMES & QUEBEC - CAN-MQ,4R,GREENLAND HALIBUT - GHL,27
1966,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,12518
1966,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,3691
1966,CANADA NEWFOUNDLAND - CAN-N,4R,GREENLAND HALIBUT - GHL,59
1966,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,26
1966,CANADA NEWFOUNDLAND - CAN-N,3N,GREENLAND HALIBUT - GHL,17
1966,CANADA NEWFOUNDLAND - CAN-N,4T,GREENLAND HALIBUT - GHL,13
1966,CANADA NEWFOUNDLAND - CAN-N,3PN,GREENLAND HALIBUT - GHL,5
1966,CANADA NEWFOUNDLAND - CAN-N,4S,GREENLAND HALIBUT - GHL,2
1966,CANADA NEWFOUNDLAND - CAN-N,4VN,GREENLAND HALIBUT - GHL,1
1966,DENMARK GREENLAND - GRL,1A,GREENLAND HALIBUT - GHL,1118
1966,DENMARK GREENLAND - GRL,1B,GREENLAND HALIBUT - GHL,598
1966,DENMARK GREENLAND - GRL,1D,GREENLAND HALIBUT - GHL,458
1966,DENMARK GREENLAND - GRL,1F,GREENLAND HALIBUT - GHL,175
1966,DENMARK GREENLAND - GRL,1C,GREENLAND HALIBUT - GHL,145
1966,DENMARK GREENLAND - GRL,1E,GREENLAND HALIBUT - GHL,79
1966,FAROE ISLANDS - FRO,1NK,GREENLAND HALIBUT - GHL,2
1966,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,GREENLAND HALIBUT - GHL,239
1966,FEDERAL REPUBLIC OF GERMANY - E/DEU,2H,GREENLAND HALIBUT - GHL,106
1966,FEDERAL REPUBLIC OF GERMANY - E/DEU,1B,GREENLAND HALIBUT - GHL,25
1966,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,GREENLAND HALIBUT - GHL,24
1966,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,GREENLAND HALIBUT - GHL,19
1966,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,GREENLAND HALIBUT - GHL,11
1966,FEDERAL REPUBLIC OF GERMANY - E/DEU,2G,GREENLAND HALIBUT - GHL,10
1966,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,GREENLAND HALIBUT - GHL,9
1966,GERMAN DEMOCRATIC REPUBLIC - DDR,2J,GREENLAND HALIBUT - GHL,533
1966,GERMAN DEMOCRATIC REPUBLIC - DDR,3K,GREENLAND HALIBUT - GHL,353
1966,GERMAN DEMOCRATIC REPUBLIC - DDR,2H,GREENLAND HALIBUT - GHL,322
1966,GERMAN DEMOCRATIC REPUBLIC - DDR,2G,GREENLAND HALIBUT - GHL,73
1966,GERMAN DEMOCRATIC REPUBLIC - DDR,3L,GREENLAND HALIBUT - GHL,43
1966,GERMAN DEMOCRATIC REPUBLIC - DDR,1C,GREENLAND HALIBUT - GHL,25
1966,GERMAN DEMOCRATIC REPUBLIC - DDR,1D,GREENLAND HALIBUT - GHL,4
1966,GERMAN DEMOCRATIC REPUBLIC - DDR,1B,GREENLAND HALIBUT - GHL,2
1966,NORWAY - NOR,1NK,GREENLAND HALIBUT - GHL,2
1966,POLAND - E/POL,3K,GREENLAND HALIBUT - GHL,665
1966,POLAND - E/POL,2J,GREENLAND HALIBUT - GHL,238
1966,POLAND - E/POL,2H,GREENLAND HALIBUT - GHL,190
1966,POLAND - E/POL,3L,GREENLAND HALIBUT - GHL,21
1966,POLAND - E/POL,3M,GREENLAND HALIBUT - GHL,2
1966,POLAND - E/POL,3N,GREENLAND HALIBUT - GHL,1
1966,POLAND - E/POL,3O,GREENLAND HALIBUT - GHL,1
1966,UNION SOVIET SOCIALIST REPUBLICS - SUN,2J,GREENLAND HALIBUT - GHL,196
1966,UNION SOVIET SOCIALIST REPUBLICS - SUN,3K,GREENLAND HALIBUT - GHL,22
1966,UNION SOVIET SOCIALIST REPUBLICS - SUN,2H,GREENLAND HALIBUT - GHL,19
1966,UNION SOVIET SOCIALIST REPUBLICS - SUN,3N,GREENLAND HALIBUT - GHL,11
1966,UNION SOVIET SOCIALIST REPUBLICS - SUN,2G,GREENLAND HALIBUT - GHL,5
1967,CANADA MARITIMES & QUEBEC - CAN-MQ,4S,GREENLAND HALIBUT - GHL,167
1967,CANADA MARITIMES & QUEBEC - CAN-MQ,4T,GREENLAND HALIBUT - GHL,148
1967,CANADA MARITIMES & QUEBEC - CAN-MQ,3K,GREENLAND HALIBUT - GHL,99
1967,CANADA MARITIMES & QUEBEC - CAN-MQ,4R,GREENLAND HALIBUT - GHL,12
1967,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,13705
1967,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,2793
1967,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,35
1967,CANADA NEWFOUNDLAND - CAN-N,4R,GREENLAND HALIBUT - GHL,34
1967,CANADA NEWFOUNDLAND - CAN-N,3PN,GREENLAND HALIBUT - GHL,10
1967,CANADA NEWFOUNDLAND - CAN-N,2J,GREENLAND HALIBUT - GHL,7
1967,CANADA NEWFOUNDLAND - CAN-N,4T,GREENLAND HALIBUT - GHL,4
1967,CANADA NEWFOUNDLAND - CAN-N,3O,GREENLAND HALIBUT - GHL,3
1967,CANADA NEWFOUNDLAND - CAN-N,4VN,GREENLAND HALIBUT - GHL,2
1967,CANADA NEWFOUNDLAND - CAN-N,3N,GREENLAND HALIBUT - GHL,1
1967,DENMARK GREENLAND - GRL,1A,GREENLAND HALIBUT - GHL,899
1967,DENMARK GREENLAND - GRL,1B,GREENLAND HALIBUT - GHL,512
1967,DENMARK GREENLAND - GRL,1C,GREENLAND HALIBUT - GHL,148
1967,DENMARK GREENLAND - GRL,1D,GREENLAND HALIBUT - GHL,134
1967,DENMARK GREENLAND - GRL,1F,GREENLAND HALIBUT - GHL,86
1967,DENMARK GREENLAND - GRL,1E,GREENLAND HALIBUT - GHL,55
1967,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,GREENLAND HALIBUT - GHL,89
1967,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,GREENLAND HALIBUT - GHL,88
1967,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,GREENLAND HALIBUT - GHL,48
1967,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,GREENLAND HALIBUT - GHL,31
1967,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,GREENLAND HALIBUT - GHL,30
1967,FEDERAL REPUBLIC OF GERMANY - E/DEU,2H,GREENLAND HALIBUT - GHL,11
1967,FEDERAL REPUBLIC OF GERMANY - E/DEU,1B,GREENLAND HALIBUT - GHL,3
1967,GERMAN DEMOCRATIC REPUBLIC - DDR,2H,GREENLAND HALIBUT - GHL,647
1967,GERMAN DEMOCRATIC REPUBLIC - DDR,2J,GREENLAND HALIBUT - GHL,346
1967,GERMAN DEMOCRATIC REPUBLIC - DDR,3K,GREENLAND HALIBUT - GHL,297
1967,GERMAN DEMOCRATIC REPUBLIC - DDR,1C,GREENLAND HALIBUT - GHL,193
1967,GERMAN DEMOCRATIC REPUBLIC - DDR,3L,GREENLAND HALIBUT - GHL,99
1967,GERMAN DEMOCRATIC REPUBLIC - DDR,1D,GREENLAND HALIBUT - GHL,37
1967,GERMAN DEMOCRATIC REPUBLIC - DDR,2G,GREENLAND HALIBUT - GHL,26
1967,GERMAN DEMOCRATIC REPUBLIC - DDR,1E,GREENLAND HALIBUT - GHL,5
1967,POLAND - E/POL,3K,GREENLAND HALIBUT - GHL,1888
1967,POLAND - E/POL,2J,GREENLAND HALIBUT - GHL,719
1967,POLAND - E/POL,2H,GREENLAND HALIBUT - GHL,468
1967,POLAND - E/POL,3L,GREENLAND HALIBUT - GHL,152
1967,POLAND - E/POL,2G,GREENLAND HALIBUT - GHL,69
1967,POLAND - E/POL,3M,GREENLAND HALIBUT - GHL,16
1967,POLAND - E/POL,3N,GREENLAND HALIBUT - GHL,9
1967,UNION SOVIET SOCIALIST REPUBLICS - SUN,3K,GREENLAND HALIBUT - GHL,4160
1967,UNION SOVIET SOCIALIST REPUBLICS - SUN,3N,GREENLAND HALIBUT - GHL,814
1967,UNION SOVIET SOCIALIST REPUBLICS - SUN,2J,GREENLAND HALIBUT - GHL,79
1967,UNION SOVIET SOCIALIST REPUBLICS - SUN,2H,GREENLAND HALIBUT - GHL,48
1967,UNION SOVIET SOCIALIST REPUBLICS - SUN,3O,GREENLAND HALIBUT - GHL,38
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4S,GREENLAND HALIBUT - GHL,469
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4T,GREENLAND HALIBUT - GHL,120
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,3L,GREENLAND HALIBUT - GHL,92
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4R,GREENLAND HALIBUT - GHL,36
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,GREENLAND HALIBUT - GHL,9
1968,CANADA MARITIMES & QUEBEC - CAN-MQ,2J,GREENLAND HALIBUT - GHL,3
1968,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,9505
1968,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,3672
1968,CANADA NEWFOUNDLAND - CAN-N,4R,GREENLAND HALIBUT - GHL,64
1968,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,56
1968,CANADA NEWFOUNDLAND - CAN-N,2J,GREENLAND HALIBUT - GHL,50
1968,CANADA NEWFOUNDLAND - CAN-N,3N,GREENLAND HALIBUT - GHL,31
1968,CANADA NEWFOUNDLAND - CAN-N,3PN,GREENLAND HALIBUT - GHL,7
1968,CANADA NEWFOUNDLAND - CAN-N,4VN,GREENLAND HALIBUT - GHL,1
1968,DENMARK GREENLAND - GRL,1A,GREENLAND HALIBUT - GHL,747
1968,DENMARK GREENLAND - GRL,1B,GREENLAND HALIBUT - GHL,432
1968,DENMARK GREENLAND - GRL,1D,GREENLAND HALIBUT - GHL,206
1968,DENMARK GREENLAND - GRL,1C,GREENLAND HALIBUT - GHL,80
1968,DENMARK GREENLAND - GRL,1F,GREENLAND HALIBUT - GHL,69
1968,DENMARK GREENLAND - GRL,1E,GREENLAND HALIBUT - GHL,34
1968,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,GREENLAND HALIBUT - GHL,39
1968,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,GREENLAND HALIBUT - GHL,39
1968,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,GREENLAND HALIBUT - GHL,33
1968,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,GREENLAND HALIBUT - GHL,22
1968,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,GREENLAND HALIBUT - GHL,4
1968,GERMAN DEMOCRATIC REPUBLIC - DDR,2H,GREENLAND HALIBUT - GHL,2244
1968,GERMAN DEMOCRATIC REPUBLIC - DDR,2G,GREENLAND HALIBUT - GHL,877
1968,GERMAN DEMOCRATIC REPUBLIC - DDR,3K,GREENLAND HALIBUT - GHL,849
1968,GERMAN DEMOCRATIC REPUBLIC - DDR,2J,GREENLAND HALIBUT - GHL,130
1968,GERMAN DEMOCRATIC REPUBLIC - DDR,1B,GREENLAND HALIBUT - GHL,94
1968,GERMAN DEMOCRATIC REPUBLIC - DDR,1D,GREENLAND HALIBUT - GHL,30
1968,GERMAN DEMOCRATIC REPUBLIC - DDR,3L,GREENLAND HALIBUT - GHL,22
1968,GERMAN DEMOCRATIC REPUBLIC - DDR,1C,GREENLAND HALIBUT - GHL,9
1968,GERMAN DEMOCRATIC REPUBLIC - DDR,1E,GREENLAND HALIBUT - GHL,4
1968,POLAND - E/POL,3K,GREENLAND HALIBUT - GHL,3732
1968,POLAND - E/POL,2H,GREENLAND HALIBUT - GHL,1338
1968,POLAND - E/POL,2J,GREENLAND HALIBUT - GHL,586
1968,POLAND - E/POL,3L,GREENLAND HALIBUT - GHL,88
1968,POLAND - E/POL,2G,GREENLAND HALIBUT - GHL,62
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,3K,GREENLAND HALIBUT - GHL,6091
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,2J,GREENLAND HALIBUT - GHL,1493
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,0B,GREENLAND HALIBUT - GHL,1443
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,2G,GREENLAND HALIBUT - GHL,657
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,2H,GREENLAND HALIBUT - GHL,471
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,3N,GREENLAND HALIBUT - GHL,292
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,3O,GREENLAND HALIBUT - GHL,83
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,3PS,GREENLAND HALIBUT - GHL,53
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,1F,GREENLAND HALIBUT - GHL,35
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,3L,GREENLAND HALIBUT - GHL,20
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,1C,GREENLAND HALIBUT - GHL,4
1968,UNION SOVIET SOCIALIST REPUBLICS - SUN,1D,GREENLAND HALIBUT - GHL,3
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4S,GREENLAND HALIBUT - GHL,341
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4T,GREENLAND HALIBUT - GHL,206
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4R,GREENLAND HALIBUT - GHL,33
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VN,GREENLAND HALIBUT - GHL,9
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4X,GREENLAND HALIBUT - GHL,3
1969,CANADA MARITIMES & QUEBEC - CAN-MQ,4VS,GREENLAND HALIBUT - GHL,1
1969,CANADA NEWFOUNDLAND - CAN-N,3K,GREENLAND HALIBUT - GHL,7140
1969,CANADA NEWFOUNDLAND - CAN-N,3L,GREENLAND HALIBUT - GHL,4413
1969,CANADA NEWFOUNDLAND - CAN-N,4R,GREENLAND HALIBUT - GHL,215
1969,CANADA NEWFOUNDLAND - CAN-N,3PS,GREENLAND HALIBUT - GHL,130
1969,CANADA NEWFOUNDLAND - CAN-N,4VN,GREENLAND HALIBUT - GHL,5
1969,CANADA NEWFOUNDLAND - CAN-N,4S,GREENLAND HALIBUT - GHL,4
1969,CANADA NEWFOUNDLAND - CAN-N,4T,GREENLAND HALIBUT - GHL,3
1969,CANADA NEWFOUNDLAND - CAN-N,3O,GREENLAND HALIBUT - GHL,2
1969,CANADA NEWFOUNDLAND - CAN-N,4VS,GREENLAND HALIBUT - GHL,1
1969,CANADA NEWFOUNDLAND - CAN-N,3N,GREENLAND HALIBUT - GHL,1
1969,DENMARK GREENLAND - GRL,1A,GREENLAND HALIBUT - GHL,626
1969,DENMARK GREENLAND - GRL,1B,GREENLAND HALIBUT - GHL,344
1969,DENMARK GREENLAND - GRL,1D,GREENLAND HALIBUT - GHL,329
1969,DENMARK GREENLAND - GRL,1E,GREENLAND HALIBUT - GHL,128
1969,DENMARK GREENLAND - GRL,1C,GREENLAND HALIBUT - GHL,28
1969,DENMARK GREENLAND - GRL,1F,GREENLAND HALIBUT - GHL,22
1969,FAROE ISLANDS - FRO,1NK,GREENLAND HALIBUT - GHL,1
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,2J,GREENLAND HALIBUT - GHL,132
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,2H,GREENLAND HALIBUT - GHL,70
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,1E,GREENLAND HALIBUT - GHL,33
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,1D,GREENLAND HALIBUT - GHL,22
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,1C,GREENLAND HALIBUT - GHL,7
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,1F,GREENLAND HALIBUT - GHL,6
1969,FEDERAL REPUBLIC OF GERMANY - E/DEU,5ZE,GREENLAND HALIBUT - GHL,1
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,3K,GREENLAND HALIBUT - GHL,7143
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,2H,GREENLAND HALIBUT - GHL,1653
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,2J,GREENLAND HALIBUT - GHL,907
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,2G,GREENLAND HALIBUT - GHL,256
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,3L,GREENLAND HALIBUT - GHL,55
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,3N,GREENLAND HALIBUT - GHL,20
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,1C,GREENLAND HALIBUT - GHL,6
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,1B,GREENLAND HALIBUT - GHL,1
1969,GERMAN DEMOCRATIC REPUBLIC - DDR,1D,GREENLAND HALIBUT - GHL,1
1969,ICELAND - ISL,3K,GREENLAND HALIBUT - GHL,1
1969,NORWAY - NOR,3NK,GREENLAND HALIBUT - GHL,34
1969,NORWAY - NOR,1NK,GREENLAND HALIBUT - GHL,19
1969,NORWAY - NOR,2NK,GREENLAND HALIBUT - GHL,4
1969,POLAND - E/POL,3K,GREENLAND HALIBUT - GHL,3128
1969,POLAND - E/POL,2J,GREENLAND HALIBUT - GHL,1265
1969,POLAND - E/POL,2H,GREENLAND HALIBUT - GHL,929
1969,POLAND - E/POL,2G,GREENLAND HALIBUT - GHL,67
1969,POLAND - E/POL,4VS,GREENLAND HALIBUT - GHL,18
1969,POLAND - E/POL,3L,GREENLAND HALIBUT - GHL,17
1969,POLAND - E/POL,3O,GREENLAND HALIBUT - GHL,10
1969,POLAND - E/POL,3PS,GREENLAND HALIBUT - GHL,3
1969,POLAND - E/POL,4VN,GREENLAND HALIBUT - GHL,2
1969,POLAND - E/POL,1E,GREENLAND HALIBUT - GHL,1
